property_id,property_type,purpose,city,locality,location,price,price_bin,area_marla,area_sqft,bedrooms,baths,latitude,longitude,date_added,agent_id,agent
PROP-1141,House,For Sale,Lahore,"PIA Housing Scheme, Lahore, Punjab",PIA Housing Scheme,26000000,High,15.0,4083.76,6,7,31.44785,74.278207,07-03-2019,AG-02,Sana Malik
PROP-1142,House,For Rent,Lahore,"EME Society, Lahore, Punjab",EME Society,99000,High,20.0,5445.02,5,6,31.434668,74.214005,02-24-2019,AG-02,Sana Malik
PROP-1143,Upper Portion,For Rent,Lahore,"Bahria Town, Lahore, Punjab",Bahria Town,35000,Medium,10.0,2722.51,3,3,31.365803000000003,74.190116,01-25-2019,AG-02,Sana Malik
PROP-1144,House,For Sale,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,60000000,Very High,20.0,5445.02,5,5,31.471132,74.445162,05-03-2019,AG-01,Ahmed Raza
PROP-1145,House,For Sale,Lahore,"Canal Bank Housing Scheme, Lahore, Punjab",Canal Bank Housing Scheme,17000000,High,10.0,2722.51,6,5,31.572434,74.413002,06-11-2019,AG-01,Ahmed Raza
PROP-1146,House,For Sale,Lahore,"Nasheman-e-Iqbal, Lahore, Punjab",Nasheman-e-Iqbal,8500000,Low,3.0,816.75,3,3,31.433497,74.248853,04-03-2019,AG-01,Ahmed Raza
PROP-1147,House,For Sale,Lahore,"Lahore, Punjab, Lahore, Punjab","Lahore, Punjab",11000000,Medium,5.0,1361.25,3,3,31.545771394936,74.341328144074,06-20-2019,AG-01,Ahmed Raza
PROP-1148,House,For Sale,Lahore,"Beacon House Society, Lahore, Punjab",Beacon House Society,17500000,High,20.0,5445.02,4,5,31.361846000000003,74.22123,05-03-2019,AG-03,Bilal Chaudhry
PROP-1149,House,For Rent,Lahore,"Allama Iqbal Town, Lahore, Punjab",Allama Iqbal Town,45000,Medium,5.0,1361.25,4,5,31.517283000000003,74.282823,06-24-2019,AG-03,Bilal Chaudhry
PROP-1150,House,For Sale,Lahore,"Harbanspura, Lahore, Punjab",Harbanspura,14000000,Medium,8.0,2178.01,3,4,31.574084000000003,74.421837,08-07-2018,AG-01,Ahmed Raza
PROP-1151,Upper Portion,For Rent,Lahore,"Lahore Canal Bank Cooperative Housing Society, Lahore, Punjab",Lahore Canal Bank Cooperative Housing Society,42000,High,20.0,5445.02,3,3,31.454132,74.22805600000001,03-26-2019,AG-01,Ahmed Raza
PROP-1152,House,For Sale,Lahore,"Cantt, Lahore, Punjab",Cantt,12500000,Medium,5.5,1497.38,0,0,31.49858,74.40926999999999,07-03-2019,AG-03,Bilal Chaudhry
PROP-1153,Flat,For Sale,Lahore,"Shalimar Link Road, Lahore, Punjab",Shalimar Link Road,1027000,Low,1.4,381.15,2,0,31.572526,74.381002,05-04-2019,AG-02,Sana Malik
PROP-1154,House,For Sale,Lahore,"Bahria Town, Lahore, Punjab",Bahria Town,14800000,Medium,10.0,2722.51,5,0,31.378774,74.19031600000001,06-25-2019,AG-02,Sana Malik
PROP-1155,House,For Rent,Lahore,"Tariq Gardens, Lahore, Punjab",Tariq Gardens,50000,Medium,5.0,1361.25,5,5,31.420094,74.254174,04-25-2019,AG-03,Bilal Chaudhry
PROP-1156,House,For Sale,Lahore,"T & T Aabpara Housing Society, Lahore, Punjab",T & T Aabpara Housing Society,10500000,Medium,10.0,2722.51,3,4,31.413355,74.239926,07-03-2019,AG-02,Sana Malik
PROP-1157,House,For Sale,Lahore,"Gulshan-e-Ravi, Lahore, Punjab",Gulshan-e-Ravi,24000000,High,8.0,2178.01,6,5,31.547819,74.279809,06-11-2019,AG-01,Ahmed Raza
PROP-1158,House,For Sale,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,57500000,Very High,20.0,5445.02,6,7,31.471571,74.44590600000001,06-30-2019,AG-03,Bilal Chaudhry
PROP-1159,Lower Portion,For Rent,Lahore,"Johar Town, Lahore, Punjab",Johar Town,20000,Low,5.0,1361.25,1,0,31.462347,74.293642,07-10-2019,AG-02,Sana Malik
PROP-1160,House,For Sale,Lahore,"Main Canal Bank Road, Lahore, Punjab",Main Canal Bank Road,12000000,Medium,3.0,816.75,3,3,31.583005,74.48240200000001,06-02-2019,AG-03,Bilal Chaudhry
PROP-1161,House,For Sale,Lahore,"Bahria Nasheman, Lahore, Punjab",Bahria Nasheman,4600000,Low,6.0,1633.51,2,0,31.320354,74.403441,07-16-2019,AG-01,Ahmed Raza
PROP-1162,House,For Sale,Lahore,"Samanabad, Lahore, Punjab",Samanabad,7500000,Low,2.8,762.3,3,0,31.539206,74.305515,07-11-2019,AG-02,Sana Malik
PROP-1163,House,For Sale,Lahore,"Chungi Amar Sadhu, Lahore, Punjab",Chungi Amar Sadhu,3700000,Low,3.0,816.75,3,3,31.450925,74.354287,07-18-2019,AG-01,Ahmed Raza
PROP-1164,House,For Sale,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,35000000,Very High,20.0,5445.02,5,5,31.48138,74.38478,06-25-2019,AG-03,Bilal Chaudhry
PROP-1165,House,For Rent,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,250000,Very High,20.0,5445.02,5,6,31.459491,74.39529399999999,04-25-2019,AG-01,Ahmed Raza
PROP-1166,House,For Rent,Lahore,"Bahria Town, Lahore, Punjab",Bahria Town,37000,Low,5.0,1361.25,3,4,31.380313,74.18718299999999,07-23-2019,AG-02,Sana Malik
PROP-1167,House,For Sale,Lahore,"PIA Housing Scheme, Lahore, Punjab",PIA Housing Scheme,22000000,High,10.0,2722.51,5,5,31.446129,74.278986,05-03-2019,AG-01,Ahmed Raza
PROP-1168,House,For Sale,Lahore,"Bahria Town, Lahore, Punjab",Bahria Town,11000000,Medium,6.1,1660.73,0,0,31.355396,74.18556,07-11-2019,AG-03,Bilal Chaudhry
PROP-1169,House,For Sale,Lahore,"Harbanspura Road, Lahore, Punjab",Harbanspura Road,2700000,Low,2.0,544.5,2,0,31.560697,74.42132600000001,06-29-2019,AG-01,Ahmed Raza
PROP-1170,Flat,For Sale,Lahore,"Gulberg, Lahore, Punjab",Gulberg,17300000,Very High,5.1,1388.48,2,3,31.522361,74.347172,03-04-2019,AG-03,Bilal Chaudhry
PROP-1171,House,For Sale,Lahore,"Lalazaar Garden, Lahore, Punjab",Lalazaar Garden,7500000,Low,5.0,1361.25,3,3,31.509067,74.246771,07-03-2019,AG-01,Ahmed Raza
PROP-1172,House,For Sale,Lahore,"Gulshan-e-Lahore, Lahore, Punjab",Gulshan-e-Lahore,18500000,High,10.0,2722.51,5,6,31.426869,74.253674,04-04-2019,AG-01,Ahmed Raza
PROP-1173,House,For Sale,Lahore,"Gulberg, Lahore, Punjab",Gulberg,19500000,High,7.0,1905.76,4,0,31.522361,74.347172,06-28-2019,AG-03,Bilal Chaudhry
PROP-1174,House,For Sale,Lahore,"Daroghewala, Lahore, Punjab",Daroghewala,4000000,Low,3.0,816.75,4,3,31.588479,74.400444,12-05-2018,AG-03,Bilal Chaudhry
PROP-1175,House,For Sale,Lahore,"Gulberg, Lahore, Punjab",Gulberg,42500000,Very High,24.0,6534.02,4,5,31.505678000000003,74.348202,05-04-2019,AG-03,Bilal Chaudhry
PROP-1176,Upper Portion,For Rent,Lahore,"Military Accounts Housing Society, Lahore, Punjab",Military Accounts Housing Society,40000,Medium,16.0,4356.02,3,0,31.421266,74.28397199999999,07-20-2019,AG-01,Ahmed Raza
PROP-1177,House,For Sale,Lahore,"Bahria Town, Lahore, Punjab",Bahria Town,22500000,High,10.0,2722.51,5,5,31.386395,74.18310600000001,07-03-2019,AG-03,Bilal Chaudhry
PROP-1178,Upper Portion,For Rent,Lahore,"Garden Town, Lahore, Punjab",Garden Town,35000,Medium,20.0,5445.02,2,2,31.492981,74.31246800000001,05-25-2019,AG-02,Sana Malik
PROP-1179,House,For Sale,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,115000000,Very High,40.0,10890.04,5,6,31.483283,74.395723,06-10-2019,AG-02,Sana Malik
PROP-1180,House,For Sale,Lahore,"Samanabad, Lahore, Punjab",Samanabad,13500000,Medium,5.0,1361.25,5,5,31.539206,74.305515,06-03-2019,AG-03,Bilal Chaudhry
PROP-1181,House,For Sale,Lahore,"Wapda Town, Lahore, Punjab",Wapda Town,21000000,High,10.0,2722.51,4,4,31.435035,74.264131,06-18-2019,AG-01,Ahmed Raza
PROP-1182,House,For Rent,Lahore,"Bahria Town, Lahore, Punjab",Bahria Town,140000,High,20.0,5445.02,5,5,31.375843,74.189715,07-03-2019,AG-02,Sana Malik
PROP-1183,House,For Sale,Lahore,"Cavalry Ground, Lahore, Punjab",Cavalry Ground,22000000,High,11.0,2994.76,3,3,31.500556,74.367728,06-03-2019,AG-01,Ahmed Raza
PROP-1184,House,For Sale,Lahore,"Faisal Town, Lahore, Punjab",Faisal Town,22500000,High,10.0,2722.51,5,6,31.478013,74.304285,06-02-2019,AG-01,Ahmed Raza
PROP-1185,House,For Sale,Lahore,"Ferozepur Road, Lahore, Punjab",Ferozepur Road,8000000,Low,5.0,1361.25,4,5,31.502166,74.333439,06-04-2019,AG-01,Ahmed Raza
PROP-1186,House,For Sale,Lahore,"Township, Lahore, Punjab",Township,3800000,Low,2.0,544.5,1,1,31.456929,74.30593,06-28-2019,AG-01,Ahmed Raza
PROP-1187,House,For Sale,Lahore,"Bagarian, Lahore, Punjab",Bagarian,4500000,Low,3.0,816.75,3,3,31.425944,74.295998,12-05-2018,AG-03,Bilal Chaudhry
PROP-1188,House,For Sale,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,61500000,Very High,20.0,5445.02,6,7,31.466007,74.448338,07-15-2019,AG-02,Sana Malik
PROP-1189,House,For Sale,Lahore,"Model Town, Lahore, Punjab",Model Town,45000000,Very High,20.0,5445.02,2,0,31.476915,74.324641,07-13-2019,AG-01,Ahmed Raza
PROP-1190,House,For Sale,Lahore,"Wapda Town, Lahore, Punjab",Wapda Town,17500000,High,10.0,2722.51,3,3,31.436646000000003,74.267135,07-12-2019,AG-03,Bilal Chaudhry
PROP-1191,House,For Sale,Lahore,"Valencia Housing Society, Lahore, Punjab",Valencia Housing Society,25000000,High,22.0,5989.52,4,4,31.39526,74.260497,07-02-2019,AG-03,Bilal Chaudhry
PROP-1192,Lower Portion,For Rent,Lahore,"Military Accounts Housing Society, Lahore, Punjab",Military Accounts Housing Society,29000,Medium,8.0,2178.01,2,0,31.421266,74.28397199999999,07-17-2019,AG-02,Sana Malik
PROP-1193,House,For Sale,Lahore,"Mughalpura, Lahore, Punjab",Mughalpura,5500000,Low,2.5,680.63,3,2,31.563398,74.3891,06-29-2019,AG-02,Sana Malik
PROP-1194,House,For Sale,Lahore,"Gulshan-e-Ravi, Lahore, Punjab",Gulshan-e-Ravi,16500000,High,10.0,2722.51,5,4,31.551184000000003,74.284058,07-03-2019,AG-02,Sana Malik
PROP-1195,House,For Sale,Lahore,"Askari, Lahore, Punjab",Askari,30000000,High,20.0,5445.02,4,5,31.460187,74.432459,07-01-2019,AG-03,Bilal Chaudhry
PROP-1196,House,For Sale,Lahore,"Model Town, Lahore, Punjab",Model Town,42500000,Very High,20.0,5445.02,2,3,31.477391,74.313147,08-07-2018,AG-02,Sana Malik
PROP-1197,House,For Sale,Lahore,"Lalazar, Lahore, Punjab",Lalazar,2800000,Low,2.0,544.5,2,2,31.466167,74.244961,11-05-2018,AG-02,Sana Malik
PROP-1198,Room,For Rent,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,30000,Very High,20.0,5445.02,1,1,31.471864700317003,74.391143798828,01-25-2019,AG-03,Bilal Chaudhry
PROP-1199,House,For Sale,Lahore,"DHA 11 Rahbar, Lahore, Punjab",DHA 11 Rahbar,15000000,Medium,5.0,1361.25,3,4,31.390645000000003,74.252887,06-19-2019,AG-01,Ahmed Raza
PROP-1200,House,For Sale,Lahore,"Lahore Medical Housing Society, Lahore, Punjab",Lahore Medical Housing Society,11000000,Medium,5.0,1361.25,3,3,31.581899,74.463515,05-03-2019,AG-03,Bilal Chaudhry
PROP-1201,House,For Sale,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,65000000,Very High,20.0,5445.02,5,7,31.461761,74.36834,07-03-2019,AG-01,Ahmed Raza
PROP-1202,House,For Sale,Lahore,"Bahria Nasheman, Lahore, Punjab",Bahria Nasheman,8200000,Low,5.0,1361.25,3,3,31.320354,74.403441,07-17-2019,AG-01,Ahmed Raza
PROP-1203,House,For Sale,Lahore,"Lahore Garden Housing Scheme, Lahore, Punjab",Lahore Garden Housing Scheme,4200000,Low,3.0,816.75,3,3,31.590553000000003,74.20822,07-03-2019,AG-01,Ahmed Raza
PROP-1204,House,For Sale,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,28500000,High,10.0,2722.51,3,4,31.494408,74.43766600000001,07-02-2019,AG-02,Sana Malik
PROP-1205,Lower Portion,For Rent,Lahore,"Allama Iqbal Town, Lahore, Punjab",Allama Iqbal Town,25000,Low,5.0,1361.25,3,0,31.521703,74.298978,07-23-2019,AG-03,Bilal Chaudhry
PROP-1206,Flat,For Sale,Lahore,"Lalazaar Garden, Lahore, Punjab",Lalazaar Garden,2100000,Low,2.0,544.5,2,2,31.509067,74.246771,09-06-2018,AG-03,Bilal Chaudhry
PROP-1207,House,For Sale,Lahore,"Township, Lahore, Punjab",Township,9500000,Low,5.0,1361.25,4,2,31.451804,74.310436,05-03-2019,AG-03,Bilal Chaudhry
PROP-1208,House,For Sale,Lahore,"Bahria Town, Lahore, Punjab",Bahria Town,10700000,Medium,5.0,1361.25,3,3,31.374757257084,74.176750004963,10-06-2018,AG-03,Bilal Chaudhry
PROP-1209,House,For Sale,Lahore,"New Muslim Town, Lahore, Punjab",New Muslim Town,80000000,Very High,40.0,10890.04,8,8,31.510965,74.312483,04-04-2019,AG-01,Ahmed Raza
PROP-1210,Lower Portion,For Rent,Lahore,"Paragon City, Lahore, Punjab",Paragon City,55000,High,10.0,2722.51,0,0,31.534067,74.45394499999999,06-24-2019,AG-02,Sana Malik
PROP-1211,House,For Sale,Lahore,"Johar Town, Lahore, Punjab",Johar Town,17500000,High,8.0,2178.01,5,4,31.462347,74.293642,04-03-2019,AG-01,Ahmed Raza
PROP-1212,House,For Sale,Lahore,"Model Town, Lahore, Punjab",Model Town,70000000,Very High,20.0,5445.02,4,4,31.479477000000003,74.33348199999999,01-04-2019,AG-01,Ahmed Raza
PROP-1213,House,For Sale,Lahore,"Garden Town, Lahore, Punjab",Garden Town,9000000,Low,4.5,1225.13,3,0,31.500007,74.32473399999999,07-16-2019,AG-03,Bilal Chaudhry
PROP-1214,House,For Sale,Lahore,"Lalazaar Garden, Lahore, Punjab",Lalazaar Garden,6000000,Low,4.4,1197.9,0,0,31.509067,74.246771,07-15-2019,AG-01,Ahmed Raza
PROP-1215,House,For Sale,Lahore,"Canal Garden, Lahore, Punjab",Canal Garden,11500000,Medium,5.0,1361.25,4,5,31.391909,74.180009,07-21-2019,AG-01,Ahmed Raza
PROP-1216,House,For Sale,Lahore,"Harbanspura Road, Lahore, Punjab",Harbanspura Road,2300000,Low,2.5,680.63,2,0,31.560697,74.42132600000001,07-03-2019,AG-02,Sana Malik
PROP-1217,House,For Sale,Lahore,"Multan Road, Lahore, Punjab",Multan Road,3600000,Low,2.0,544.5,3,2,31.431593,74.179974,07-02-2019,AG-02,Sana Malik
PROP-1218,Lower Portion,For Rent,Lahore,"Walton Road, Lahore, Punjab",Walton Road,25000,Low,4.0,1089.0,2,2,31.477098,74.357271,07-19-2019,AG-02,Sana Malik
PROP-1219,House,For Sale,Lahore,"Iqbal Park, Lahore, Punjab",Iqbal Park,16500000,High,10.0,2722.51,4,5,31.593305,74.309363,09-06-2018,AG-01,Ahmed Raza
PROP-1220,House,For Sale,Lahore,"Shalimar Link Road, Lahore, Punjab",Shalimar Link Road,20000000,High,10.0,2722.51,5,5,31.572526,74.381002,07-03-2019,AG-01,Ahmed Raza
PROP-1221,House,For Sale,Lahore,"Samanabad, Lahore, Punjab",Samanabad,13500000,Medium,4.5,1225.13,4,4,31.539206,74.305515,07-10-2019,AG-01,Ahmed Raza
PROP-1222,Flat,For Rent,Lahore,"Pak Arab Housing Society, Lahore, Punjab",Pak Arab Housing Society,11000,Low,3.0,816.75,1,1,31.426905,74.341689,06-24-2019,AG-01,Ahmed Raza
PROP-1223,House,For Sale,Lahore,"Sukh Chayn Gardens, Lahore, Punjab",Sukh Chayn Gardens,14000000,Medium,10.0,2722.51,4,6,31.391744,74.159746,06-02-2019,AG-02,Sana Malik
PROP-1224,House,For Sale,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,75000000,Very High,20.0,5445.02,5,6,31.462493,74.40934200000001,06-18-2019,AG-02,Sana Malik
PROP-1225,House,For Sale,Lahore,"AWT Army Welfare Trust, Lahore, Punjab",AWT Army Welfare Trust,14500000,Medium,10.0,2722.51,5,6,31.352464,74.207704,06-28-2019,AG-03,Bilal Chaudhry
PROP-1226,House,For Rent,Lahore,"Gulberg, Lahore, Punjab",Gulberg,160000,High,10.0,2722.51,4,4,31.505678000000003,74.348202,03-26-2019,AG-03,Bilal Chaudhry
PROP-1227,House,For Sale,Lahore,"Johar Town, Lahore, Punjab",Johar Town,12500000,Medium,5.0,1361.25,5,6,31.452243,74.274702,07-03-2019,AG-01,Ahmed Raza
PROP-1228,House,For Sale,Lahore,"Ferozepur Road, Lahore, Punjab",Ferozepur Road,12500000,Medium,5.0,1361.25,0,0,31.452568,74.352486,12-05-2018,AG-01,Ahmed Raza
PROP-1229,House,For Sale,Lahore,"Bahria Town, Lahore, Punjab",Bahria Town,21000000,High,10.0,2722.51,5,6,31.37108,74.19031600000001,06-04-2019,AG-02,Sana Malik
PROP-1230,House,For Sale,Lahore,"Gulberg, Lahore, Punjab",Gulberg,140000000,Very High,30.0,8167.53,6,4,31.510471000000003,74.350526,07-10-2019,AG-01,Ahmed Raza
PROP-1231,House,For Rent,Lahore,"Faisal Town, Lahore, Punjab",Faisal Town,160000,High,20.0,5445.02,5,0,31.478013,74.304285,05-25-2019,AG-02,Sana Malik
PROP-1232,House,For Rent,Lahore,"Lake City, Lahore, Punjab",Lake City,40000,Low,5.0,1361.25,4,2,31.348506,74.253716,07-10-2019,AG-02,Sana Malik
PROP-1233,House,For Rent,Lahore,"Garden Town, Lahore, Punjab",Garden Town,250000,Very High,40.0,10890.04,3,3,31.503922,74.323135,04-25-2019,AG-03,Bilal Chaudhry
PROP-1234,House,For Sale,Lahore,"Bahria Nasheman, Lahore, Punjab",Bahria Nasheman,11900000,Medium,11.5,3130.89,0,0,31.320611,74.403269,05-03-2019,AG-03,Bilal Chaudhry
PROP-1235,House,For Sale,Lahore,"Askari, Lahore, Punjab",Askari,26000000,High,12.0,3267.01,4,4,31.537239000000003,74.420211,06-18-2019,AG-03,Bilal Chaudhry
PROP-1236,House,For Sale,Lahore,"Canal Garden, Lahore, Punjab",Canal Garden,13500000,Medium,5.0,1361.25,5,6,31.393209,74.17589699999999,04-03-2019,AG-03,Bilal Chaudhry
PROP-1237,House,For Sale,Lahore,"Hakim Town, Lahore, Punjab",Hakim Town,3200000,Low,2.0,544.5,2,2,31.418273,74.29391899999999,02-03-2019,AG-03,Bilal Chaudhry
PROP-1238,House,For Sale,Lahore,"State Life Housing Society, Lahore, Punjab",State Life Housing Society,25500000,High,20.0,5445.02,4,6,31.446824,74.404736,07-10-2019,AG-01,Ahmed Raza
PROP-1239,House,For Rent,Lahore,"EME Society, Lahore, Punjab",EME Society,70000,Medium,10.0,2722.51,4,4,31.447044,74.21109399999999,07-18-2019,AG-03,Bilal Chaudhry
PROP-1240,House,For Rent,Lahore,"Wapda Town, Lahore, Punjab",Wapda Town,70000,Medium,10.0,2722.51,5,5,31.435035,74.264131,07-22-2019,AG-01,Ahmed Raza
PROP-1241,House,For Rent,Lahore,"Shahdara, Lahore, Punjab",Shahdara,26000,Low,5.0,1361.25,3,3,31.626564,74.281826,05-25-2019,AG-01,Ahmed Raza
PROP-1242,House,For Sale,Lahore,"DHA 11 Rahbar, Lahore, Punjab",DHA 11 Rahbar,10800000,Medium,5.0,1361.25,3,3,31.383519,74.277767,06-02-2019,AG-02,Sana Malik
PROP-1243,House,For Rent,Lahore,"Sabzazar Scheme, Lahore, Punjab",Sabzazar Scheme,40000,Low,5.0,1361.25,4,4,31.515337,74.264045,07-24-2019,AG-02,Sana Malik
PROP-1244,House,For Sale,Lahore,"Band Road, Lahore, Punjab",Band Road,9000000,Low,5.0,1361.25,4,0,31.537286,74.273314,06-26-2019,AG-03,Bilal Chaudhry
PROP-1245,House,For Sale,Lahore,"Formanites Housing Scheme, Lahore, Punjab",Formanites Housing Scheme,12500000,Medium,10.0,2722.51,2,2,31.444911,74.42535500000001,07-01-2019,AG-02,Sana Malik
PROP-1246,House,For Sale,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,125000000,Very High,40.0,10890.04,6,8,31.470949,74.375038,04-04-2019,AG-01,Ahmed Raza
PROP-1247,House,For Sale,Lahore,"PCSIR Staff Colony, Lahore, Punjab",PCSIR Staff Colony,17500000,High,16.0,4356.02,0,0,31.431932,74.282063,07-11-2019,AG-01,Ahmed Raza
PROP-1248,Lower Portion,For Rent,Lahore,"DHA Defence, Lahore, Punjab",DHA Defence,110000,Very High,20.0,5445.02,2,3,31.48116,74.45679200000001,02-24-2019,AG-03,Bilal Chaudhry
PROP-1249,Upper Portion,For Rent,Lahore,"Model Town, Lahore, Punjab",Model Town,65000,Very High,20.0,5445.02,3,3,31.483283,74.335728,04-25-2019,AG-03,Bilal Chaudhry
PROP-1250,Lower Portion,For Rent,Islamabad,"G-10, Islamabad, Islamabad Capital",G-10,80000,Very High,20.0,5445.02,3,3,33.686139000000004,73.018134,06-17-2019,AG-04,Ayesha Farooq
PROP-1251,House,For Sale,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",Ghauri Town,5200000,Low,3.0,816.75,0,0,33.619337,73.125315,11-06-2018,AG-05,Usman Tariq
PROP-1252,Upper Portion,For Rent,Islamabad,"G-15, Islamabad, Islamabad Capital",G-15,42000,High,12.0,3267.01,0,0,33.636846000000006,72.92276899999999,07-22-2019,AG-04,Ayesha Farooq
PROP-1253,House,For Sale,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,30000000,High,20.0,5445.02,5,5,33.526227,73.15298100000001,07-01-2019,AG-06,Hina Shaikh
PROP-1254,Flat,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,30000,Medium,5.3,1442.93,2,2,33.689756,72.9789,06-27-2019,AG-05,Usman Tariq
PROP-1255,Lower Portion,For Rent,Islamabad,"D-12, Islamabad, Islamabad Capital",D-12,65000,Very High,10.0,2722.51,3,3,33.697565000000004,72.944241,07-03-2019,AG-05,Usman Tariq
PROP-1256,House,For Sale,Islamabad,"G-10, Islamabad, Islamabad Capital",G-10,25000000,High,6.0,1633.51,5,4,33.671890000000005,73.012254,06-03-2019,AG-04,Ayesha Farooq
PROP-1257,Lower Portion,For Rent,Islamabad,"G-13, Islamabad, Islamabad Capital",G-13,40000,High,14.0,3811.51,3,3,33.650065000000005,72.96368100000001,06-13-2019,AG-04,Ayesha Farooq
PROP-1258,Flat,For Sale,Islamabad,"Gulberg, Islamabad, Islamabad Capital",Gulberg,32400000,Very High,15.1,4110.99,3,0,33.609649,73.18152099999999,03-06-2019,AG-04,Ayesha Farooq
PROP-1259,Flat,For Sale,Islamabad,"Others, Islamabad, Islamabad Capital",Others,6600000,Medium,4.0,1089.0,2,2,33.7294,73.0931,06-12-2019,AG-05,Usman Tariq
PROP-1260,Lower Portion,For Rent,Islamabad,"National Police Foundation O-9, Islamabad, Islamabad Capital",National Police Foundation O-9,40000,High,10.0,2722.51,2,2,33.570792,73.13251,07-09-2019,AG-06,Hina Shaikh
PROP-1261,Flat,For Sale,Islamabad,"F-8, Islamabad, Islamabad Capital",F-8,32500000,Very High,5.1,1388.48,2,3,33.713131,73.038383,05-04-2019,AG-05,Usman Tariq
PROP-1262,Upper Portion,For Rent,Islamabad,"F-8, Islamabad, Islamabad Capital",F-8,300000,Very High,80.0,21780.08,3,4,33.713131,73.038383,06-04-2019,AG-06,Hina Shaikh
PROP-1263,House,For Rent,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",Bani Gala,60000,Medium,10.0,2722.51,4,6,33.713488,73.16268000000001,06-30-2019,AG-04,Ayesha Farooq
PROP-1264,Flat,For Sale,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,16500000,Very High,10.0,2722.51,3,4,33.539071,73.15633299999999,03-06-2019,AG-06,Hina Shaikh
PROP-1265,House,For Rent,Islamabad,"F-11, Islamabad, Islamabad Capital",F-11,202000,Very High,26.0,7078.53,6,6,33.683532,72.99041,07-16-2019,AG-06,Hina Shaikh
PROP-1266,Lower Portion,For Rent,Islamabad,"Pakistan Town, Islamabad, Islamabad Capital",Pakistan Town,20000,Low,5.0,1361.25,2,2,33.575405,73.143325,02-04-2019,AG-06,Hina Shaikh
PROP-1267,House,For Rent,Islamabad,"G-15, Islamabad, Islamabad Capital",G-15,60000,Medium,8.0,2178.01,5,4,33.626913,72.924328,06-30-2019,AG-04,Ayesha Farooq
PROP-1268,Upper Portion,For Rent,Islamabad,"F-11, Islamabad, Islamabad Capital",F-11,62000,Very High,20.0,5445.02,3,3,33.689281463623,72.98896026611301,06-16-2019,AG-05,Usman Tariq
PROP-1269,House,For Sale,Islamabad,"G-13, Islamabad, Islamabad Capital",G-13,15200000,Medium,4.4,1197.9,4,5,33.650065000000005,72.96368100000001,07-04-2019,AG-05,Usman Tariq
PROP-1270,Lower Portion,For Rent,Islamabad,"G-15, Islamabad, Islamabad Capital",G-15,40000,High,14.0,3811.51,3,3,33.626913,72.924328,12-06-2018,AG-04,Ayesha Farooq
PROP-1271,Lower Portion,For Rent,Islamabad,"G-15, Islamabad, Islamabad Capital",G-15,40000,High,12.0,3267.01,4,4,33.631485999999995,72.926559,07-24-2019,AG-06,Hina Shaikh
PROP-1272,House,For Sale,Islamabad,"G-13, Islamabad, Islamabad Capital",G-13,15200000,Medium,4.4,1197.9,4,5,33.645957,72.96247199999999,07-04-2019,AG-05,Usman Tariq
PROP-1273,House,For Sale,Islamabad,"I-10, Islamabad, Islamabad Capital",I-10,15000000,Medium,6.0,1633.51,2,2,33.642563,73.03599399999999,07-11-2019,AG-04,Ayesha Farooq
PROP-1274,House,For Sale,Islamabad,"G-11, Islamabad, Islamabad Capital",G-11,31500000,High,7.0,1905.76,5,5,33.669533,73.000073,07-17-2019,AG-05,Usman Tariq
PROP-1275,House,For Rent,Islamabad,"F-6, Islamabad, Islamabad Capital",F-6,500000,Very High,26.0,7078.53,5,5,33.730907,73.074431,07-24-2019,AG-04,Ayesha Farooq
PROP-1276,Lower Portion,For Rent,Islamabad,"G-11, Islamabad, Islamabad Capital",G-11,50000,High,14.2,3865.96,5,5,33.671640000000004,72.99165500000001,05-18-2019,AG-05,Usman Tariq
PROP-1277,House,For Rent,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",Ghauri Town,20000,Low,4.0,1089.0,2,2,33.61855,73.135471,07-13-2019,AG-06,Hina Shaikh
PROP-1278,Upper Portion,For Rent,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",Bani Gala,21000,Low,5.0,1361.25,0,0,33.713488,73.16268000000001,01-05-2019,AG-04,Ayesha Farooq
PROP-1279,Flat,For Sale,Islamabad,"Gulberg, Islamabad, Islamabad Capital",Gulberg,9900000,High,4.9,1334.03,0,0,33.606327,73.15983299999999,06-27-2019,AG-06,Hina Shaikh
